ACO,ABC,CS,DIRECT,HS,PSO,Firefly
8.753281413,1.50716528,5.904798311,6.417385389,6.935344969,-18.49701302,-18.96443071
9.254840937,-1.100485176,7.80401529,6.417385389,8.494099071,-1.362462071,-6.537857816
9.013955847,-9.059220559,9.55874016,6.417385389,8.818011502,-51.88344774,-39.39605384
8.43970632,0.885451777,9.356647328,6.417385389,7.632876958,-44.74217126,-124.7020954
5.723897356,2.307201466,4.452414724,6.417385389,8.671679717,-39.76475725,-6.171418572
5.028270069,5.15524601,8.474764072,6.417385389,5.762703231,-22.27588378,-51.07664875
9.350432745,1.236075899,8.51162259,6.417385389,8.497434205,-70.97115753,-76.42895067
9.128109039,-2.163395697,8.882661719,6.417385389,4.292901506,-44.25298263,8.38227428
9.180435579,5.985436968,8.341252888,6.417385389,9.340059855,-11.63684526,-123.9543297
5.439044077,-1.858759789,9.558732832,6.417385389,5.407055823,-2.239808198,-45.46629169
7.440599219,-5.48544564,8.51162259,6.417385389,4.591749636,-12.47637325,-29.63904111
2.194416255,-6.203393326,8.077976365,6.417385389,5.317509771,-2.044380361,-105.0567096
8.837153431,-4.151409787,8.104626735,6.417385389,7.119036807,6.048567829,-28.56341838
8.006711974,-2.244788018,8.499296174,6.417385389,6.508862018,-43.64158908,-51.74563036
6.044002882,5.795365852,8.881598887,6.417385389,9.274816345,-25.24012946,-102.6524118
7.491113532,9.481499394,7.255977989,6.417385389,8.985541291,-31.73615754,-59.14042339
6.730447492,-3.848000925,9.444190581,6.417385389,8.260330476,-45.95764721,-51.13546584
7.656862644,-5.318306056,9.291381825,6.417385389,8.942010552,-17.20590548,-95.31192694
-75.91792454,-7.265405421,9.557446106,6.417385389,4.71314575,-21.20029725,-9.194756609
4.300104529,-7.824653247,9.558738064,6.417385389,5.732376697,-56.59716524,-61.92957726
7.230487993,-5.602951069,8.724070912,6.417385389,4.024952908,-28.53714224,-97.65313916
9.035125413,-4.90378376,7.40267791,6.417385389,7.373412836,-4.977377643,-94.4286284
9.558475877,-8.277322341,9.558716262,6.417385389,7.962835196,-6.725304844,4.932574999
8.882667082,6.390141923,9.423606773,6.417385389,6.173386508,-15.96956958,-80.75460172
8.221661877,5.450305556,6.417185958,6.417385389,6.345894857,7.238182465,-9.082857432
8.998279788,1.009307268,7.572659174,6.417385389,4.519503332,-24.16357267,-10.39614063
9.177993991,5.333292251,7.901569551,6.417385389,5.259534456,-49.35590499,-93.0778393
9.534244605,-7.931502045,8.511615662,6.417385389,6.772262763,-50.68878183,-73.32520608
8.080407439,-6.314382283,8.09917422,6.417385389,6.040287359,-20.09398361,-138.431052
7.405434179,3.976278914,8.438898717,6.417385389,8.109524486,-3.964993911,-58.55806574
9.245205285,-4.291061295,8.739223337,6.417385389,5.45942322,-6.333371782,8.171639326
